filename,Social Media Logo,Logo Detection Confidence,Social Media Logo Type,Social Media Post Screenshot,Screenshot Detection Confidence,Social Media Screenshot Type
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000635.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000636.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000637.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000638.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000639.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000640.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000641.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000642.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000643.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000644.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000645.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000646.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000647.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000648.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000649.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000650.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000651.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000652.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000653.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000654.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000655.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000656.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000657.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000658.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000659.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000660.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000661.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000662.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000663.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000664.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000665.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000666.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000667.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000668.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000669.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000670.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000671.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000672.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000673.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000674.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000675.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000676.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000677.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000678.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000679.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000680.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000681.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000682.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000683.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000684.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000685.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000686.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000687.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000688.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000689.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000690.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000691.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000692.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000693.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000694.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000695.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000696.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000697.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000698.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000699.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000700.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000701.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000702.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000703.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000704.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000705.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000706.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000707.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000708.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000709.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000710.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000711.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000712.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000713.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000714.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000715.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000716.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000717.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000718.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000719.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000720.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000721.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000722.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000723.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000724.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000725.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000726.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000727.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000728.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000729.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000730.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000731.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000732.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000733.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000734.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000735.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000736.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000737.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000738.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000739.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000740.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000741.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000742.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000743.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000744.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000745.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000746.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000747.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000748.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000749.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000750.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000751.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000752.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000753.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000754.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000755.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000756.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000757.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000758.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000759.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000760.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000761.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000762.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000763.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000764.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000765.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000766.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000767.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000768.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000769.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000770.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000771.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000772.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000773.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000774.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000775.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000776.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000777.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000778.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000779.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000780.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000781.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000782.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000783.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000784.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000785.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000786.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000787.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000788.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000789.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000790.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000791.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000792.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000793.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000794.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000795.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000796.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000797.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000798.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000799.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000800.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000801.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000802.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000803.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000804.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000805.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000806.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000807.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000808.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000809.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000810.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000811.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000812.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000813.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000814.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000815.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000816.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000817.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000818.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000819.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000820.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000821.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000822.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000823.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000824.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000825.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000826.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000827.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000828.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000829.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000830.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000831.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000832.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000833.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000834.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000835.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000836.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000837.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000838.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000839.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000840.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000841.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000842.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000843.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000844.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000845.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000846.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000847.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000848.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000849.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000850.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000851.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000852.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000853.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000854.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000855.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000856.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000857.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000858.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000859.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000860.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000861.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000862.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000863.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000864.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000865.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000866.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000867.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000868.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000869.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000870.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000871.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000872.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000873.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000874.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000875.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000876.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000877.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000878.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000879.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000880.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000881.jpg,No,.95,N/A,No,.95,N/A
CNNW_20210110_050000_CNN_Newsroom_Live.frames1fps/000882.jpg,No,.95,N/A,No,.95,N/A
